,Description,forum
39,"The paper is a valuable check of the original paper.
A few corrections in formatting and language are needed.

span should not be italic, but rather {\rm span

A blank is missing in „fit(more“

„The number of experiments performed where realtively [sic] less“ -> „The number of experiments was relatively small“

„table[2]“ -> „Table 2“

„approximators.[table[5]]“ -> „approximators (see Table 5).“

I think, „5e-5“ should be replaced by 5\cdot 10^{-5}
",IU5y7hIIZqS
40,"Reproducibility Summary : The report includes this summary as the first page, which contains major findings. 
Scope of reproducibility: The report concisely and clearly states the scope, and follows it. 
Code: As mentioned in the report that the original code was closed sourced, the authors reproduced the code for several sets of experiments. 
Communication with original authors: The authors of this report contacted the original authors for multiple queries, and the original authors replied to these queries. However, I am not sure whether the original authors have evaluated the results in this report. 
Hyperparameter Search: It seems that the authors of the report mostly used from the hyperparameters in the original paper.
Ablation Study: The ablation study is not comprehensive. 
Discussion on results: The report discusses the state of reproducibility of the original paper, and mentions the easy parts and difficult parts. More specifically, for the case with linear function approximation, several results in the original paper could not be reproduced.
Recommendations for reproducibility: It seems the report does not discuss on how the original paper can improve its reproducibility. 
Results beyond the paper: The report tries to show the results in Table [5] using a different evaluation technique, but it seems that the new results are not complete.
Overall organization and clarity: The organization is ok, but there are several grammatical issues, e.g., several periods are missing.",IU5y7hIIZqS
41,"**Reproducibility summary:** The summary is overall clear and well summarizes the authors' reproducibility effort. 

**Scope of reproducibility:** The authors state four concrete claims they aim to verify. However, Claim 2 (""The deliberately texture biased model g also reduces cross bias"") was confusingly stated, as *g* is a ""biased"" model from a bias characterizing model class, that is designed to suffer from more bias. I believe the authors meant to say ""using *g* to train *f* helps reduce cross bias.""

**Code:** The authors used the original authors' code with minor modifications. The authors made their version of the code available with appropriate documentation.

**Communication with the original authors**: The authors communicated with the original authors and received clarifications on the HEX, RuBi, and Learned-Mixin implementations, and WNIDs for constructing the 9-Class ImageNet dataset. However, I wish the authors would have done additional communication with the original authors on the following fronts: (1) Even after receiving clarifications on HEX and Learned-Mixin, the authors write that they were unable to compare them to ReBias. It would have been nice if the authors did further communications with the original authors to get HEX and Learned-Mixin (as well as StylisedImageNet, another work compared in the paper although the authors do not discuss it) working. (2) The authors discuss that they were unable to train ReBias on 9-Class ImageNet. As this is the main dataset of the paper, I wish the authors had reached out to the original authors to resolve the difficulties.

**Hyperparameter search:** The authors didn't conduct a hyperparameter search. However, they were forced to reduce the batch size from 128 to 16 due to their limited computational resources, and tried other learning rates and step sizes to counteract the smaller batch size.

**Ablation study**: The authors didn't conduct any ablation studies.

**Discussion on results:** On Biased MNIST, I'm confused by the way the authors presented their results because their results are not within 1% of the original results in the paper. I suggest the authors to double check this claim and include a side-by-side comparison with the original results. On 9-Class ImageNet, the authors state that they succesfully trained the Vanilla and Biased model, while they failed to train the ReBias model due to exploding gradients. Still I wish the authors had included their results in the report so that the readers can get a sense of how different the results are. 

**Recommendations for reproducibility:** The authors don't provide explicit recommendations to the original authors. However, their descriptions of the difficulties they ran into (e.g. insufficient explanation of the implementation of prior works, insufficient explanation of the construction of 9-Class ImageNet, gradient explosion problem) may help the original authors improve the reproducibility of the work.

**Results beyond the paper**: For Biased MNIST, the authors conduct edadditional experiments with $\rho=0.98, 0.95, 0.9, 0.85$ and make an interesting observation that the Vanilla model beats ReBias for lower $\rho$, providing an enlarged picture. Furthermore, they posed two very interesting questions (bottom of page 6) although the authors did not attempt to answer them.

**Overall organization and clarity:** Overall, the report was organized and clearly written. However, there are several typos and grammatical errors that I hope the authors address in their revision.

**Minor comments:** (1) Figure 1 was helpful in understanding $\rho$ in the Biased MNIST experimental setup. (2) Tables 1-2 are unnecessary as Tables 3–4 subsume them. (3) Figure 2 was not very helpful in understanding the change in Vanilla/ReBias performance because the two lines are almost always on top of each other. (4) The authors made a typo in the learning objective for g in Algorithms 1, 3, and 4. 

**Summary**: Overall, the authors made good effort to reproduce the original work and provided additional insights which I appreciate. The authors successfully reproduced Biased MNIST results and failed to reproduce 9-Class ImageNet results. However, because they do not report results for 9-Class ImageNet, which is the main dataset studied in the original paper, I found the evidence provided in this report insufficient for assessing the reproducibility of the original work. For the assessment, I suggest the authors to communicate with the original authors to resolve the difficulties with 9-Class ImageNet and/or try to reproduce action recognition results.",0Z5rHjU2mfX
42,"*Problem statement: 
The paper clearly states the reproducing details, together with the detailed results and analysis.

*Presentation: 
The paper is well-organized and well-written.

*Communication with original authors:
The authors had some communication with the original authors.

*Code: 
The code is available on GitHub and can be reproduced. 

*Recommendations for reproducibility:
The authors provided useful comments for reproducing the original paper. I have read the code and found those comments are consistent with the provided codes.

*A few concerns 
**Some minor typos:
** It will be even better if the authors can provide a simple illustration on the two major algorithms. The illustration would help others to follow this report. 
** It will be better if the authors can provide a detailed readme or other instructions for the code. Currently, although the codes are well-organized, it still requires much time for users to debug some deatils. 
** Some minor typos: Section 5.1.2, present -> presented",0Z5rHjU2mfX
43,"This paper aims to reproduce the results of (Pang et.al,19) which present Max-Mahalanobis center (MMC) loss to defending the adversarial attack.

I appreciate the empirical efforts of the authors. However, investigating the adversarial robustness does not only require one to reproduce the number of the original paper but also needs more thinking of using a stronger attack to give a 'true evaluation' of the proposed method.

As clearly stated in https://arxiv.org/pdf/2002.08347.pdf,  Pang et.al,19 doesn't succeed in defending stronger adversarial attacks. Then I give a clear reject.",67Q9tnozPe
44,"Summary: The summary is clear and highlights the major results of the reproduction.
Scope of Reproducibility: clearly stated and adhered to
Code: re-used author’s code
Communications with Original Authors: Done fairly
Hyper-parameter search: code reuses the author’s hyper-parameters 
Ablation study: looks at adversarial trading and optimizer selection
Discussion on results: relatively little discussion about difficulties of reproduction, but does describe difficulties of reproduction
Recommendations: none given
Results beyond paper: additional implementation of methods in Python, some initial results validating MMC’s ability to train models that reject out-of-distribution inputs. However, the experiment is only on a single image, so does not provide much value
Overall organization and clarity: the paper has a lot of clarity and grammatical issues. I’ve documented a few below. I also recommend substantially updating the figure captions so that the figures are relatively self-contained and comprehensive.

2.2 I found this section and the notation presented quite hard to follow. I recommend looking at what math is actually needed to set up remarks 2-4 and then providing more explicit definitions of those terms. For example, l.89 references $N_{k, \bar{k}}$ before the definition. Consider dropping the $D_{k, \bar{k}}$ notation entirely and directly defining the term in l.89 (e.g., “is proportional to the number of points in class k when $\bar{k}$ has the highest prediction amongst other classes. Call this $N_{k, \bar{k}}$”).

2.3 I think this would be clearer if the way to compute the centers (and some of the intuition) were discussed first. For example, before l.105,  consider including some of the content of remark 5.

Minor comments:
L.5 define SCE before using an acronym
L.59 “we then present demerits of MMC loss” — > “we then present the merits of the MMC losses”
L.78 This section has several clarity issues. In particular, consider providing more context on how l.75-77 leads to l.78 as a conclusion.
L.94 “function in during the training procedure” — non-grammatical
L.97 “tend to spread over the space in an sparsely” — non-grammatical
L.127 non-grammatical (NG)
L.131 “also not losing out the high accuracies” — NG
L.133 “supervisor inappropriate supervisory signals” —NG
L.135 “this section roughly” — seems that this comes from the template?
L.201 “we validate the merits of MMC, that is” — run-on sentence
",67Q9tnozPe
45,"The authors attempted to reproduce the results from the paper ""Contextualizing Hate Speech Classifiers with Post-hoc Explanation"" by Kennedy et al. 2020.

+ The authors attempted to reproduce several claims from the original paper. 
+ they address the fact that their computational set up was different and in fact slower than that reported in the original paper
+The authors provide an explanation about the models in Section 3 before describing their reproducibility experiments. 

- It was not clear if or how the authors reproduced the train/val/test sets from the original paper. In one case, they state that ""Train and test parts were arbitrarily produced for Stormfront sentences"" and similarly for the other datasets. 
- In addition, while the original paper reports performance measures along with confidence intervals (e.g. 57.76 ± 3.9 for precision), the current paper reports the performance measure. So for the claims that are stated as not reproducible  it was not clear whether the performance measures were within the confidence intervals.

- minor issues: in several places the ""instruction text"" seems to mistakenly remain. e.g. lines 145 -147. ""Provide information on computational requirements for each of your experiments. For example, the number of
147 CPU/GPU hours and memory requirements. You’ll need to think about this ahead of time, and write your code in a
148 way that captures this information so you can later add it to this section. ""
- some minor typos in the paper that should be corrected prior to acceptance. e.g. ""Sromfront"" line 166.


",wIgGMxXAYS
46,"The authors evaluate both the method and validity of the results in their reproduction of Kennedy et al (2020). Results of  some of the experiments could be replicated. But some others did not yield comparable results with the original paper.

The authors run the method on a new dataset as well. However, it is not clear how a baseline method would perform on this new dataset.

The code is not provided! “The code was easy to run and  allowed us to verify the correctness of our re-implementation.” But all of your experiments on the code provided by Kennedy et al (2020) (this one stated in the paper as well). If you are not using or providing your code, why do you say this? How can we verify this point? 

There are many copy paste from the original paper, e.g. “We chose two public corpora for our experiments which feature the logical parts of hate speech, versus only the use of  slurs and explicitly hostile language …”.  This should be paraphrased or just summarized much better. Changing some words with their synonyms is neither paraphrasing nor summarization. In the example sentence, the word “we” causes confusion about what you and original authors do. The other example in this line is the aforementioned “implementing the code”

Number formatting, e.g., 7896 -> 7,896

Why do you not have the standard deviation for your results in Table 6? It is not clear what is happening in the paragraph you explain Tables 6 and 7. 

“have able to reproduced” -> have able to reproduce
",wIgGMxXAYS
47,"- Reproducibility Summary: the paper includes the reproducibility summary on the first page. The summary is clear, well written, and major findings (i.e. failure in reproducing part of the paper, but successful replication on the rest) are incorporated in the summary.

- Scope of Reproducibility: it is well described, specifically the authors investigate an approach to generate debiased embeddings by removing the frequency component of word embeddings. The authors list 2 reproduced/verified claims from the original paper.

- Code: the authors tried to re-use the code provided by the original authors. Unfortunately, the code was not well documented and the authors struggled in re-running it. This hampered the reproducibility effort. The code provided with this paper is a revised version of the original code, complemented with more detailed comments and documentation.

- Communication with original authors: the authors did not have any communication with the original authors.

- Hyperparameter Search: the authors do not perform any hyperparameter search, since the reproduced algorithm is a post-training algorithm which does not require to train any parameter.

- Ablation Study: there is no ablation study, but it does not make sense to have it.

- Discussion on results: the experimental results are well presented and compared with the original results. The authors describe easy parts and challenges in reproducing the original paper. Due to difficulties in interpreting the original code the authors could not reproduce part of the experiments.

- Recommendations for reproducibility: the authors do not mention any recommendations for the original authors, but they explicitly list missing details that were important for the reproducibility.

- Results beyond the paper: the authors present some results beyond the original paper: they report a qualitative analysis with some biased words comparing the results before and after debiasing.

- Overall organization and clarity: the paper is clear and well organized. I list some typos in the following:
    - Line 27: weren’t -> were not
    - Line 33: [1] highlight -> use \citet
    - Line 49: doesn’t -> does not
    - Line 71: [4] identified -> use \citet
    - Line 82: tasks for it : -> extra blank space
    - Line 82: cateogorization -> categorization
    - Line 83: Word Analogy : -> extra space
    - Line 88: Concept Categorization : -> extra space
    - Line 114: set of assumption -> set of assumptions
    - Line 115: assumptions : -> extra space
    - Caption of Figure 5: doesn’t -> does not
    - Line 137: the difference is cosine similarity -> something is wrong in this sentence
    - Line 144: doesn’t -> does not


Overall evaluation:
Pros:
- The paper is clear and well written;
- The authors could reproduce some of the results of the original paper;
- The authors provide an elaborate list of details that are missing from the original paper.

Cons:
- The authors could not reproduce part of the experiments (co-reference resolution task) due to the poor quality of the code provided, however they could try to re-implement part of the original approach.
",E4cRWiGoE3
48,"The authors attempted to reproduce the claims in the paper ""Double-Hard Debias: Tailoring Word Embeddings for
Gender Bias Mitigation"" by Wang et al. 2020

+ the reproducibility report is clearly organized.
+ it was clear in the paper how the two main claims of the original article were reproduced.
+ it was also clear how the reproducibility experiments were carried out and that the authors did not introduce any experimenter or measurement bias themselves in the process.
+ it was evident which claim was easier to reproduce and why and what was difficult.

- it was not clear whether the authors attempted to reach out to the original authors to validate some of their assumptions 
- likewise, they mentioned difficulty in understanding/executing code but it was not clear whether the authors were contacted.",E4cRWiGoE3
49,"Authors worked on replicating the paper by Wang et al. (2020) on tailoring embeddings for gender bias mitigation. Efforts were put to replicate the neighborhood metric test, however, the results were not reproducible due to lack of clarity in information/code by the original authors. Analysis on word embedding quality was reproducible within 5% of the original reported value, however, authors were not able to attempt replicating the coreference resolution experiments due to unreadable codes as they claimed. No communication was attempted with the original authors to clarify the codebase for replication purposes. Overall, while the carried out experiments were solid (additional qualitative analysis on gender bias aspect was helpful) and the shared codebase for the replicated part would be useful to the researchers, I thought the work lacked substantial materials to be beneficial to the community based on its current standings.",E4cRWiGoE3
50,"The authors provide a nice summary of the original article in the first section of the paper. Chapter 5.1. on Discrete Disparity Volume is a nice addition for further clarification. However, sometimes I believe they could have been more clear on a number of occasions, especially when it comes to the experimental results. Here are some comments that should be addressed:

- The authors of the reproducibility study coded everything from the scratch. For the purpose of the clarity they should have commented on the architecture in Figure 2 of the original paper: was everything clear and straightforward to implement? where there any ambiguities or points where a decision was to be made that could not be deduced from the Figure 2? For example, a bit more details on OCNet incorporation could be useful for the readers who would like to get a complete picture of the reproduction. This is also a part where they got help from the authors of the original article.
- In Section 3.2 on line 110 it is reported that the depth up to 100m were used for training on KITTI dataset. However, in the original article,  the authors report using depths up to 80m. Why the discrepancy and have they asked the authors of the original paper why did they decide on 80m instead? What would be the reproduced results if the reproducibility authors have used 80m as well? The results they report in the reproducibility manuscript are compared against the results from the original article,  yet there seems to be a difference in the training data. **This is not a good practice.**
- In all results reported in Chapter 4 there is always a piece of information not being explicitly stated. For example, in Section 4.1.1 (Table 2) and Section 4.1.2 (Table 3), one needs to read up to the beginning of Chapter 4 to conclude that these results are for KITTI dataset. In Section 4.2.2 (Table 5), one needs to compare results from Table 4 (Cityscape) and Table 3 (KITTI) to conclude that KITTI was used in Table 5 results. Furthermore, in Section 4.2.2 it could also be more clear what bases were used
- Furthermore, there are no results reported on the Made3D dataset, although this was explicitly stated by the reproducibility authors in Section 3.2. on line 111.
- There are no results reported for attention maps from the self-attention module.
- There are no results reported for pixel-wise depth uncertainty. 
- Chapter 2, line 87: this is not a major claim or hypothesis of the original paper. It is more of a side-result that can be easily visually verified (check 2.2 and 2.3 of the original paper).
- Tables 1 and 2: explicitly mentioning what the baseline is (Monodepth2 with ResNet18), would help the readers. 
- In Table 3: I believe Monodepth2 should be classified as ""M"" (self-supervised), while DORN should be ""D"" (supervised).
- Table 6: The reported increase in memory consumption is not as dramatic as the authors claim. Could it be that one is simpler than the other? Have they tried asking the authors of the original paper what they used for the results reported in the original paper?

Some minor comments:

- There is a few minor grammatical errors. A bigger issue is that sometimes the wording and the sentence structure is a bit harder to follow and understand. This could be improved.
- I am not sure why the reproducibility authors prefer to use the term ""atrous spatial pyramid pooling"" instead of ""dilated convolution"" (as used in reporting the results in the original paper), but they should (gently) mention that these two terms refer to the same concept.
- The authors wrote code cleanly and it is not hard to read. On a few places a few more comments would make things easier to read, but it is not a big issue.

The authors did a good coding job, but the paper itself could have been better written. There is still work to be done to make it more clear and self-explanatory when it comes to the implementation details and the reported results.",SkWyPOGL1I
51,"The report aims to reproduce and evaluate the paper [1] . The paper's main claims are that it produces nearly SOTA monocular depth estimation results through a combination of techniques - self attention and discrete disparity volume. To this end, the report attempts to reconstruct these results, borrowing from other sources and code available (e.g. Monodepth2 [2]). 

Clarity: The report is well written and easy to read.
Originality: The report and code seems to be the first attempt at reconstructing/implementing the paper. 
Significance: As monocular depth estimation is an important computer vision task in scenarios such as autonomous driving, the work is significant. 

Pros and cons: 

Pros: With regards to pros, generally, the results presented align with the paper's claims that self-attention and DDVs help in improving monocular depth estimation. The results beat Monodepth2 convincingly, but cannot match DORN [3]. 

Cons: The paper does not explain the underlying concepts properly. I would have hoped for some explanations on self-attention implementation and in particular, the discrete disparity volume ideas. Examples:

1) How is the DDV constructed and what computational/implementation challenges did it pose? 
2) How was the system tuned? 
3) Comments on the Atrouss Spatial Pyramidal Pooling?
4) A system diagram with explanation and some implementation notes on components


[1] http://openaccess.thecvf.com/content_CVPR_2020/papers/Johnston_Self-Supervised_Monocular_Trained_Depth_Estimation_Using_Self-Attention_and_Discrete_Disparity_CVPR_2020_paper.pdf

[2] Monodepth2: https://arxiv.org/pdf/1806.01260.pdf

[3] DORN: https://arxiv.org/pdf/1806.02446.pdf",SkWyPOGL1I
52,"The manuscript presents a replication study on the Lacoste, A. et. al paper “Synbols: Probing Learning Algorithms with Synthetic Datasets” which presents a tool for generating images of unicode symbols with control over parameters like font, language, resolution, background texture, etc. Paper also presents experiments showing use of Synbols in standard supervised learning setting (establishing baselines), in out-of-distribution testing, for active learning, unsupervised representation learning, and object counting. The authors of this report have been able to back up the results from the original paper. 
      
- The report clearly define and describe the experimental setting of the original paper. The overall organisation and clarity of the document is excellent.
- The authors were able to successfully implement both the proposed algorithms from the description of the algorithms in the original paper/appendix (they had a fluid communication with the original authors for testing reproducibility). Also, the implementation of all the reproduced experiments is provided in a github repository, which is remarkable.
 - The report contains a summarised discussion on the state of reproducibility of the original paper. Results obtained are very close to the values reported by the original authors.
	  
      
Weak points:

- The authors were unable to (completely) run (and check) the original experimental setting for some DNN models due computational constraints (limiting their analysis to just one shot/seed). Still, results obtained in those cases are still similar to those in the original paper.
- Not running all the datasets (e.g., 1M) when analysing the amortised times makes the analysis a bit incomplete. Perhaps Authors should have had a look for other compute resources (codeOcean, Kaggle, etc.).

Minor: 

- Typo in footnote 2.
- Typo in Methodology: ""using only seed of the same dataset""
",wMUNGLllANn
53,"The authors of this report reproduce part of the original paper (OP), and add a few experiments which test the quality of learned representations by trying different downstream classifiers. The authors found minor discrepancies between the hyperparameters reported in the OP and those contained in the code.

Format: the authors did not follow the provided latex template.
Scope: the authors reproduce some of the results from the OP
Code: at a glance the provided code appears complete. The authors mostly reuse the code provided in the OP, with some additions. It seems that the added code contains implementations copied from other open-source repositories. This is fine, but it is polite to explicitly reference those in the Readme.
Communication & hyperparameters: the authors have done their due diligence
Ablation/extensions: the authors add a few experiments which are consistent with the results of the OP. It would have been very surprising for these experiments to deviate from the existing results, and the motivation for this choice is unclear. It would have been more interesting to find, e.g. settings where the dataset generation fails, is computationally hard, or makes no sense.
Discussion: the authors make appropriate discussions and remarks on reproducibility, basically confirming that the material provided with the OP makes things easily reproducible.

- it is unusual to report the validation loss, which is used to tune hyperparameters. The test loss is normally reported instead.
- it would be good to clearly separate what was originally done in the OP from what was reproduced, and from what was added (not in the OP).
- the text is well structured and readable.
",wMUNGLllANn
54,"This work is an effort towards reproducing « Softmax Deep Double Deterministic Policy Gradients » by Pan et al. (2020). This algorithm (SD3) claims superior performance compared to TD3 by using the softmax operator during bootstrapping, instead of the conservative « min » rule used in TD3. The main finding of this reproducibility report is that there seems to be indeed a small benefit of SD3 vs TD3, but it is not as marked as in the original paper, and it was even less clear on new environments.

Overall the report is clearly written and easy to follow. My main criticism is that, as far as I can understand, the authors mostly re-used the existing open source implementation from Pan et al., and applied it to PyBullet environments (vs. the original MuJoCo ones). There is no hyper-parameter search nor ablation study. I do sympathize with the lack of computational resources, but maybe a different work should have been selected if the authors did not have enough to dig deeper. This makes the overall contribution somewhat limited, especially since the authors did not try to use the same MuJoCo environments, so it is not 100% clear if the differences (vs. the original paper) only comes from the environments themselves, or also from other (unknown) factors. The authors do mention they will provide a TensorFlow re-implementation of the algorithm, but since it wasn’t used for the report, is said to be less efficient than the publicly available PyTorch implementation, and there is no mention on whether or not it can reproduce the same results, I am not sure that it brings added value here.

In the end, it is not clear if the discrepancy vs. the original paper is because SD3 is not that good compared to TD3 on the PyBullet environments, or because hyper-parameters need to be adjusted for these environments, or because a mistake was made somewhere. This makes it difficult to draw meaningful conclusions from this report.

Minor detail: on l. 88, should max_q be max_a?",XhSN4Mm6fBM
55,"Overall, this report represents a reasonably thorough reproduction of the Pan et al. paper. However, there are some weaknesses (as outlined below), that should be improved.

Strengths
- The suggestion on how to improve the performance of SD3 (lines 160-163) is interesting, and could lead to some non-trivial improvements.
- Evaluation the results in a set of comparable open-source environments is a good goal, and aids reproducibility overall.
- Highlighting the differences between TD3 and SD3 is excellent for exposition and clarity.
- This report is written in a way that makes it reasonably clear even without familiarity with the original paper.

Weaknesses
- One reason that the authors suggest for a discrepancy between the rewards in the Pan et al. paper and their reproduction is their use of PyBullet instead of MuJoCo (lines 127-128, lines 153-154). However, this claim is not validated (or cited, other than the referenced GitHub issue).
- What do the edges in Figure 1 signify? Presumably that the algorithm uses ideas from an earlier one, but this should be clarified in the text.
- While the authors state that the results achieved are weaker than those in the original paper, there is no quantitative evidence presented, other than some graphs. What is the magnitude of the effect? What is its statistical significance?
- While the RL background section (Section 2) is appreciated, there are some inaccuracies, including ""RL is often formalized as a Markov Decision Process"": it is the agent's interactions with the environment that are formalized by the MDP, but RL itself is the process of learning a good policy in that environment.
- The report requires substantially more proofreading. Examples include: ""author's"" (line 21), ""consumption's"" (line 26), ""reprehensibility"" instead of ""reproducibility"" (line 165), lack of consistent capitalization throughout.
",XhSN4Mm6fBM
56,"Summary:
This work reproduces the results  for ""Ensemble Distribution Distillation"" which uses a Dirichlet parametrization to distill deep ensembles to preserve uncertainty. The reproducibility report shows an extensive evaluation of CIFAR-10, ablation studies on ensemble size and temperature annealing and also includes visualization for uncertainty.
 
Strengths:
* Detailed reproduction Ensemble Distribution Distillation for CIFAR-10
* Report included also all baseline models which offers also relative comparisons
* Nice simplex visualization for classification experiments.

Weaknesses:
* I only have comments about clarity of the paper below. 

Detailed comments and questions:
* Reproducibility summary: The scope of reproducibility is rather a description of the claims of the paper and is a bit vague. From my understanding, this should describe the scope of this work.
* Reproducibility summary: ""Most of the authors' experiments on the CIFAR-10 dataset"" were reproduced -> I think this should rather go to 'scope of reproducibility'. Here, it would be also good to mention any pre-trained models that you used, e.g. VGG16.
* Section 2 (Scope of reproducibility): What is not included in this work? Which experiments were not run that were included in the original paper?
* Claims 3-5: What does the original paper claim here in comparison?
* Table 3 & 4: Arrows up and down indicating ""higher is better"" or ""lower is better"" would be useful for all the metrics shown.",p1BXNUcTFsN
57,"Introduction is quite intuitive, giving a high-level context to the paper being reviewed. 
The Scope of reproducibility was well highlighted,clear and concise.
All claims identified were supported by experiments.
Although reviewer reproduced the paper using Tensorflow keras contrary to the original paper, The results obtained was still similar to the original paper, although not 100%.

The overall reproduced paper is concise, explanatory and of good quality.",p1BXNUcTFsN
58,"The authors of the reproducibility paper provide a nice summary of the original manuscript. However, there are some major issues and shortcomings that prevent this reproducibility study to be accepted for publication. I list them here:

- As authors of the reproducibility paper stated, only two out of four experiments were performed. Considering that they did not need to code anything (the code was provided by the authors of the original paper), reproducing as many experiments as possible should have been a priority.
- Even with the lack of time and computational requirements, instead of performing a full reproducibility of MNIST experiment (the simplest and the first experiment of the original paper), a full reproducibility of neuromorphic version of MNIST: N-MNIST woudl have been more appropriate. This was the second experiment in the original paper and it would have been considerably more interesting to see reproducibility results for it.
- The hyperparameter search was only performed for one of the four experiments. In addition, it was the simplest experiment and the hyperparameter search was rather brief and not exhaustive. There is no mention of feedback from the authors of the original manuscript on the hyperparameter range they experimented with. Since the code was already available, I believe this section should have been investigated more thoroughly.
- It seems that the hyperparameters used in the reproducibility study (as listed in lines 115 to 118) do not correspond to the hyperparameters used in the original paper (as listed in Section 2.1 of Supplementary Materials).
- The authors of the reproducibility study mention discovering hardcoded parameters in the source code that can not be explained. I think a list of such parameters should have been made available somewhere (if not in the paper itself, then at least on the github webpage they provided). Furthermore, there is no attempt to explain or even guess what these parameters do. I understand that just plain changing of these parameters and re-running the experiments would require additional time and resources, but that would have been in the best interest of this reproducibility study. In addition, the authors of this study do not mention attempting to clarify these with the authors of the original manuscript.

In the end I do believe that if authors of the reproducibility study were given more time and resources, they would have made a considerably better study. Unfortunately, this is not the case.",2Z29gHCr5X8
59,"Overall, this was really nicely put together. 

Reproducibility Summary: Provided, and contains a nice summary of the presented reproducibility results.
Scope of reproducibility:
- Narrowed down to two datasets (MNIST and CIFAR-10), to deal with computational constraints. I think this is well justified given the computational complexity of the reproduced algorithms.

Code:
- Original code used, with minor additions.
- Mentions checking major mathematical sections for mistakes/bugs.
  
Communication with original authors:
- Clarification and recommendations for theory communicated to authors (who reciprocated).

Hyperparameter Search:
- Conducted a separate hyperparameter search on MNIST using bayesian optimization provided by WB ML dev tools. They did the search over 3 parameters (epochs, learning rate, time window), see results beyond the paper for more details.
  
Ablation Study:
- Not applicable as far as I can tell.

Discussion on results:
- Did a good job discussing the results.
- Provided average run-times and total compute used
- Justified the experiments reproduced well.
- Discussion is well written and clear.

I think you should report which parameters are hardcoded in the original code, and what values they are set to. Possibly linking them to the actual notation of the algorithm rather than what is in the code.

It might be nice to include a concrete set of recommendations, rather than listing what is wrong. For example, ""Document all hard-coded parameters and give justification for their choice.""
  
Results beyond the paper:
- A new hyperparameter search was conducted over the MNIST dataset
- Did a nice job uncovering some potential stability concerns for future work.
  
Overall organization and clarity:
Well written and clear.

Questions/Concerns:
Did you only do a single run for the hyperparameter search? Confidence intervals for these novel results (Figure 1 and Figure 3) would be a nice addition. Maybe you did 12 runs? But it seems you did 12 different configurations. There might be high variability in the settings.

In figure 2, which line corresponds to which settings? It might be nice to try and figure out how to visualize this information, as this would be useful for making inferences about hyperparameter selection.
",2Z29gHCr5X8
60,"In this submission, the authors reproduce two of the four experiments originally performed by Zhang and Li (2020).  Confirming the original result, the authors find that Temporal Spike Sequence Learning Backpropagation improves spiking neural networks' performance to near SOA levels with reduced training time. Additional experiments were conducted to examine the influence of hyperparameters were also performed; the authors report that training times reported in the original paper may be pessimistic. 

I have no major concerns. There does appear to be a discrepancy between the original paper and replication in the CNN2/CFAIR-10 experiment. However, the authors note that they were only able to run the experiment twice, and this may reflect network stochasticity (though the delta seems rather large). The other experiments replicate nicely, and the rest of the manuscript also contains a brief explanation of spiking neural networks and the authors' rationale for choosing to replicate these two experiments, which is nice.

The authors apparently reviewed the source code (Line 208ff) and found some undocumented parameters. A slightly longer discussion of these (e.g., where they are, what they seem to do) might be helpful for future readers of both papers. However, I leave this entirely to the authors' discretion. ",2Z29gHCr5X8
61,"The author reimplements the paper ""Fairness without demographics through Adversarially Reweighted Learning"".

On one hand, the good news is the author reproduces ARL's performance in the original paper. The frustrating news is that the author finds the baseline DRO's performance is much higher compared to that originally reported.

The author says the original paper does not provide the grid search results. Fortunately, I find that the authors of the original paper publish their code and the optimal hyperparameters in their [GitHub repository](https://github.com/google-research/google-research/tree/master/group_agnostic_fairness).

The optimal hyper-parameters from this paper's Appendix B are very different from the original paper's grid search result (see GitHub).

So I think the author should revisit the experiment and try to give some insight on what are the optimal hyperparameters.",YyXrarQhX2S
62,"This manuscript provides a pytorch implementation about the paper ""Fairness without demographics through adversarially reweighted learning"". The authors do not perfectly reproduce the results, but the trend seems to be consistent with the original paper. Hyperparameter tuning is sufficient. Additional contribution of this paper is to apply this method to image data.",YyXrarQhX2S
63,"**Quality:** Overall quality of the reproduction is very good. The writing reveals the good understanding of the original work by the authors of the reproducibility report.

**Clarity:** I found the report to be written very clearly. The ease and difficulty faced by the authors is clearly mentioned in the report. The exact reproductions, understandings and explanations are also conveyed very clearly, both verbally and pictorially.

**Originality:** The submitted report is quite original on its own. The authors put their own knowledge in the domain to judge and reproduce the original work. The thought process of the authors are distinctly visible.

**Significance:** The report provides good insights on how the experiments in the original paper actually work, while also generating new hypothesis to be tested for future research, which is a positive outcome.

**Pros**

- detailed reporting of every aspect
- clear listing of shortcomings in the original paper
- thoughtfulness of the authors to present the reasons of unmatched results

**Cons**

- detailed labelling within figures found missing, making it difficult to understand the diagrams in first glance",10Fgr0kHs5
64,"The replication study pretty much stuck to the assumptions, code and interpretations of the original paper. Unsurprisingly, they found issues with context -sensitive aspects of the study -- which do not have solid theoretical foundations. They found issues with replicating the results on two datasets -- this part appears to be done correctly. All this suggests that related theoretical frameworks need more work.",10Fgr0kHs5
