,Description,forum
84,I enjoyed reading your paper learning how ,c1LNi8CTPy6
85,foundational insights in statistics can be applied to networking experiment design,c1LNi8CTPy6
86,"While networking researchers have been working hard to come up with new solutions and conduct extensive evaluations, it’s also the time for us to have a better understanding and more careful examination of experimental results, and that’s where TriScale could potentially help",c1LNi8CTPy6
87,"Meanwhile, I have a few comments below, which I hope could further improve the paper.",c1LNi8CTPy6
88,* It’s nice to break down experiment design into three questions and answer each one by one,c1LNi8CTPy6
89,"However, I feel that the provided solution is a bit limited in what it can help",c1LNi8CTPy6
90,"For example, given that convergence test does not always apply, oftentimes it’s still hard to know how long a run should be, e.g., for video streaming experiments what should be the total streaming duration in order to compare QoE for different streaming systems/algorithms? The paper uses long-term throughput as an example for congestion control evaluation, but sometimes we need to consider the impact of start-up time, say for short-lived flows/web pages",c1LNi8CTPy6
91,"More importantly, a user testing a system oftentimes doesn't know whether she really needs the convergence test, and in this case it would be more helpful if the tool (TriScale) can give some hints",c1LNi8CTPy6
92,"The authors mention that “Given the user’s objectives (e.g., the KPIs to analyze and the confidence levels to reach), TriScale helps answer questions...”, but it's still not very clear how to define the KPIs and choose the confidence level, e.g., should I choose mean, median, or some percentile? The paper also says “for each performance dimension, the user defines a metric together with its convergence requirements, a KPI, and a variability score”, but sometimes a user may not know how to best define them",c1LNi8CTPy6
93,"It would be better if TriScale can give some suggestions on these low-level details, say according to how much computation resources/time a user has (e.g., lower down the confidence level or analyze only the median if one needs to get some quick results) or what the high-level goals of the experiments are.",c1LNi8CTPy6
94,* The methodology has high generality with little assumption of the underlying distribution,c1LNi8CTPy6
95,"While this makes TriScale more widely applicable and easy to use in some cases, I still wonder if there could be cases where the distribution follows a specific model and TriScale could be tuned to gain improved analysis, especially when those cases are common in networking and the gain is worthwhile, e.g., more accurate claims with fewer runs",c1LNi8CTPy6
96,"Also, if it’s emulation/simulation/testbed, how would the methodology be adjusted accordingly? Would domain-specific optimizations be beneficial, say web, video, congestion control, routing, wireless, etc? There may also be application specific requirements, e.g., in determining how long a run should be",c1LNi8CTPy6
97,"* Saying “Tools like Pantheon [84] support data collection, but leave the design of the experiments and the data analysis up to the researcher” makes the scope of “design of the experiments” seem limited to the three questions TriScale answers",c1LNi8CTPy6
98,"However, it’s much more than that, e.g., including what network conditions and workloads to use",c1LNi8CTPy6
99,To me the paper is mostly on “when” (durations and specific start times) to run experiments instead of the entire “experiment design” which is a much bigger scope/problem to solve.,c1LNi8CTPy6
100,"* In the congestion control motivating example, the authors mention that Copa data is not i.i.d., what’s the reason for that? And this seems to disobey “A common hypothesis is that the collected data is independent and identically distributed (i.i.d.).” ",c1LNi8CTPy6
101,* Fig 1: The authors argue that “Contrary to what Fig,c1LNi8CTPy6
102,"1a suggests, we observe in Fig",c1LNi8CTPy6
103,"1b that TCP Vegas is not strictly better than TaoVA-100x”, however, Fig",c1LNi8CTPy6
104,"1a only shows that the mean throughput of Vegas is better than Tao’s, while Fig",c1LNi8CTPy6
105,"1b draws 25th throughput, so it’s more of a different metric than contrary",c1LNi8CTPy6
106,"Also, it would be better to color the label of different schemes as well: some dots are too close to each other so it’s hard to tell which label/text corresponds to which dot.",c1LNi8CTPy6
107,* Need more details on how different works such as [84] handles uncontrollable environments,c1LNi8CTPy6
108,Some related ideas/tools for more controllable experiments are missing in the paper: Epload (https://www.usenix.org/system/files/conference/nsdi14/nsdi14-paper-wang_xiao_sophia.pdf) allows to control the variability of computation while also modeling page load dependencies for web browsing,c1LNi8CTPy6
109,Livelyzer (https://dl.acm.org/doi/10.1145/3458305.3463375) leverages virtual video capture to enable repeatable live video broadcast,c1LNi8CTPy6
110,Another study (https://ece.northeastern.edu/fac-ece/dkoutsonikolas/publications/pam21.pdf) uses a programmable 3-axis motion controller to collect traces in a controlled environment efficiently and in an automated way.,c1LNi8CTPy6
111,"* “One should also consider robust statistics (e.g., using median instead of mean), i.e., statistics that are not overly skewed by outliers, which are common in experimental networking data.” would be good to have some examples on this.",c1LNi8CTPy6
112,"* “Only users can know what is more appropriate for their evaluation, but it is important to understand this distinction when designing it.” again, the user may not always know, or at least prefer some tool that tells her such.",c1LNi8CTPy6
113,* Testbed classification table: Puffer [83] is more of a testbed for in-the-wild characterization/crowd-sourcing than addressing ​​uncontrollability of the experiments.,c1LNi8CTPy6
114,* analyzes “network condition data.” => analyzes “network condition data”.,c1LNi8CTPy6
115,"* Does Triscale have applications beyond academic research? Say for network operators, application developers, or testing services?",c1LNi8CTPy6
116,"""SoK: A Generalized Multi-Leader State Machine Replication Tutorial"" presents a pedagogical consensus protocol called PPaxos and several improvements on it",4Xo8nv5DNS
117,The main idea is that we can understand complex high-performance consensus protocols better by separating dependency service from the main Paxos protocol,4Xo8nv5DNS
118,"It starts with Paxos and MultiPaxos, and then introduces the idea of conflict and dependency graph",4Xo8nv5DNS
119,"By separating the dependency requirement, it presents two interesting concepts tension avoidance and tension resolution.",4Xo8nv5DNS
120,"- Walking through the development of PPaxos, readers can build an in-depth understanding of dependency graph-based consensus protocols",4Xo8nv5DNS
121,"- Although the paper targets to be a pedagogical paper, it is not easy to read",4Xo8nv5DNS
122,Cleaning up writing may be necessary.,4Xo8nv5DNS
123,- Paper often gets not precise,4Xo8nv5DNS
124,Clear assumptions and thorough correctness arguments are missing,4Xo8nv5DNS
125,I think this paper has the potential to be a good tutorial to dependency graph-based consensus protocols,4Xo8nv5DNS
126,"I think this paper is specifically on dependency graph-based Paxos protocols, not for general multi-leader consensus protocols.) However, it wasn't a paper that reads smoothly, especially since this paper presents many different protocols",4Xo8nv5DNS
127,"As it is targetting to be a pedagogical paper, I recommend authors to spend time on that",4Xo8nv5DNS
128,"In the detailed comments below, I added a few suggestions.",4Xo8nv5DNS
129,"Also, the paper gets loose on preciseness from time to time",4Xo8nv5DNS
130,I understand that it might be impossible to present proofs to all protocols presented,4Xo8nv5DNS
131,But it sometimes felt too loose to wrap my mind about correctness,4Xo8nv5DNS
132,"Finally, I felt the paper wanders among various PPaxos & other prior work",4Xo8nv5DNS
133,I wonder if setting up a goal upfront would be helpful,4Xo8nv5DNS
134,It might be useful to set the goal of understanding EPaxos like protocols and why people want them,4Xo8nv5DNS
135,"- In the introduction, I would clarify that this paper's scope is on dependency graph-based Paxos protocols",4Xo8nv5DNS
136,"- ""For example, with two proposers ..",4Xo8nv5DNS
137,"the leader of the round"" seems not important.",4Xo8nv5DNS
138,"- ""chosen"" at the end is not defined",4Xo8nv5DNS
139,"It seems different from ""chosen"" in page 4",4Xo8nv5DNS
140,"I would clarify ""chosen"" and ""voted"" in page 3",4Xo8nv5DNS
141,- Figure 1 added little value to me,4Xo8nv5DNS
142,"Except ""number of leaders"", terms in other boxes are not yet defined",4Xo8nv5DNS
143,"Also, it covers many protocols not discussed in the paper.",4Xo8nv5DNS
144,- I add details to Figure 3,4Xo8nv5DNS
145,The current version only shows how many message delays are required,4Xo8nv5DNS
146,"I think a figure with terms (vr, vv, PHASE1A<i>, etc) used in the text will be very helpful",4Xo8nv5DNS
147,- remove (see [15] for details),4Xo8nv5DNS
148,"- Meaning of ""v"" is mixed",4Xo8nv5DNS
149,"Sometimes ""v"" means the value given by the client",4Xo8nv5DNS
150,"- If any message gets ignored, what does a proposer do?",4Xo8nv5DNS
151,"- Can you elaborate on how replicas work? Why is it safe, and how to ensure consistency?",4Xo8nv5DNS
152,- Need an explanation on directed edges,4Xo8nv5DNS
153,There is no introduction of the meaning of direction,4Xo8nv5DNS
154,The definition of dependency explained so far doesn't pose any order.,4Xo8nv5DNS
155,"- 3.2, ""Replicas execute conflict graphs in reverse topological order"" => why? what goes wrong if executed in topological order? I could imagine it's like EPaxos, but unclear",4Xo8nv5DNS
156,I wish to see some explanation based on the ultimate goal.,4Xo8nv5DNS
157,"- 3.3 ""a log one entry"" => typo?",4Xo8nv5DNS
158,"- ""v_x = (p_i, m)"" => v_x, whose vertex id is (p_i, m)",4Xo8nv5DNS
159,"Mixing command, vertex, and vertex id was a bit confusing",4Xo8nv5DNS
160,"For example, ""globally unique vertex id v_x = (p_i, m)"" but later in text, v_x means vertex, not id",4Xo8nv5DNS
161,- Texts for figure 11 are difficult to read,4Xo8nv5DNS
162,"- Here, you introduce the timer",4Xo8nv5DNS
163,I think Paxos protocols generally don't require a synchronous network,4Xo8nv5DNS
164,I think this new requirement should be declared earlier.,4Xo8nv5DNS
165,- Separate client request (command) from vertex id,4Xo8nv5DNS
166,"If not, it seems that clients won't be able to retry after the vertex gets noop",4Xo8nv5DNS
167,- 4.5 doesn't prove that the two invariants guarantee linearizability or something similar,4Xo8nv5DNS
168,"I would like to see the correctness argument for SMR, not just to the two invariants.",4Xo8nv5DNS
169,"- ""commit time"" is typically defined as the time period between a client sends a request and the client knows it's committed",4Xo8nv5DNS
170,"It's an important distinction for EPaxos, whose commit latency is different from execution latency (which may be longer than commit latency)",4Xo8nv5DNS
171,- I don't understand how EPaxos leverages FastPaxos,4Xo8nv5DNS
172,"Also, EPaxos's key advantage is optimistic two wide-area message delays",4Xo8nv5DNS
173,"More explanation is needed here on the delicate need of FastPaxos & why 4 message delays are considered ""improvement"" despite MultiPaxos also only needs 4 message delays",4Xo8nv5DNS
174,"I guess adding multi-leader requires more message delays, which could be removed by ""FastPaxos"".",4Xo8nv5DNS
175,- Why use both learner and replica? Any difference?,4Xo8nv5DNS
176,"- I feel ""maj()"" is awkward",4Xo8nv5DNS
177,"Why not just use an equation? Also, I don't understand why maj(n) needs to be defined separately for odd n and even n.",4Xo8nv5DNS
178,"- If you used the commit time defined earlier, it can get more than 4",4Xo8nv5DNS
179,It must wait for dependent commands.,4Xo8nv5DNS
180,- 6.2 Recovery => the term recovery is overloaded,4Xo8nv5DNS
181,"In other places, it commits with real command",4Xo8nv5DNS
182,"- In the bullet starting with ""In Figure 14b,"" => remind readers about Paxos protocol",4Xo8nv5DNS
183,"I think that's necessary to understand why ""so is forced to propose (x, pi).",4Xo8nv5DNS
184,"- I initially didn't understand why proposer p2 doesn't send the request to d1, d2, ..",4Xo8nv5DNS
185,It felt more natural to do that,4Xo8nv5DNS
186,But I guess you strictly abided by the Paxos protocol.,4Xo8nv5DNS
187,- 7.1 => first paragraph is complicated,4Xo8nv5DNS
188,Renaming phases and describing what they do would be helpful.,4Xo8nv5DNS
189,"- Does Unanimous PPaxos modify the ""Paxos"" protocol part? Can you explain why replicas will still converge and agree?",4Xo8nv5DNS
190,Authors set a goal to encourage an industry adoption of the multi-leader protocols so I look and evaluate the paper from a position of a practitioner trying to build a multi-leader consensus based system,4Xo8nv5DNS
191,The explanation of fast paxos and multi-leader protocols is clear and it helped me to develop an intuition for the protocols sufficient for building a prototype.,4Xo8nv5DNS
192,Overall it is a good paper: it not only refines the explanations but also introduces an abstraction helping to reason about the multi-leader consensus protocols (Simple PPaxos) and describes a new optimization / multi leader protocol (Majority Commit PPaxos),4Xo8nv5DNS
193,But the paper lacks several important characteristics necessary for building a production system:,4Xo8nv5DNS
194,  * a reconfiguration routine,4Xo8nv5DNS
195,  * information on the retrieving data from the state machines,4Xo8nv5DNS
196,  * measurable benefits of switching to from Raft/MultiPaxos to the multi-leader protocols,4Xo8nv5DNS
197,## Measurable benefits of switching to multi-leader protocols,4Xo8nv5DNS
198,Multi-leader consensus protocols are complex and it's harder to implement them than their leadered counterparts but in theory they have better performance,4Xo8nv5DNS
199,As a practitioner I wonder if the benefits are worth the complexity but the paper doesn't give me an answer.,4Xo8nv5DNS
200,The authors advocate that the major benefit comes as increased throughput (in Raft/Paxos a leader sends and receives disproportionately more messages),4Xo8nv5DNS
201,I recommend to include either experiment data or an estimation of the upper limits of throughput for both systems.,4Xo8nv5DNS
202,"napkin math shows that the throughput of multi-leader consensus is `(2f+1)^2/(4f+1)` times better than leadered where `f` is max allowed numbers of failures, proposer, acceptors and learners are colocated, it uses `f+1` sized quorums and the command's payload is way more bigger than the result of command execution.",4Xo8nv5DNS
203,## Retrieving data from the state machines,4Xo8nv5DNS
204,Usually production Paxos-based systems depend on bypassing the replication protocol for serving reads but the paper doesn't contain any information on how to do it,4Xo8nv5DNS
205,For example the leader-based protocols have well understood models for lightweight reads:,4Xo8nv5DNS
206,  - to read from a leader after waiting for a round of the heartbeats or after checking that its lease doesn't expire,4Xo8nv5DNS
207,"  - to read from a combination of the followers using methods from ""Linearizable Quorum Reads in Paxos"" or ""Paxos quorum leases: Fast reads without sacrificing writes"" papers",4Xo8nv5DNS
208,  - to accept a possibility of staleness and to read from any node,4Xo8nv5DNS
209,But those models aren't applicable to the multi-leader case: it lacks the leader/follower roles and local reads lead not only to staleness but to observing incompatible histories too caused by the reordering of the commuting commands.,4Xo8nv5DNS
210,The last important missing part is reconfiguration,4Xo8nv5DNS
211,It's crucial from a practical perspective,4Xo8nv5DNS
212,Without reconfiguration there is no way to replace the failed nodes and since failures are inevitable then eventually the multi-leader consensus based systems lose a majority and become unavailable.,4Xo8nv5DNS
213,One of the reasons Raft got so widespread in the industry is an included reconfiguration protocol (joined consensus) so with the declared goal I recommend to update the paper to include the reconfiguration sub-protocol.,4Xo8nv5DNS
214,"""This paper assumes that at most f machines will fail"" - from a practical standpoint it's impossible to guarantee; it's better to mention what happens then this threshold is passed if consistency or availability becomes violated.",4Xo8nv5DNS
215,"""To reach is consensus on a value, an execution of Paxos is divided into a number of integer value rounds"" - it's a clever idea to pre-assign a set of ballot numbers to the machines but using a term 'round' both for a ballot number and an act of communication is confusing",4Xo8nv5DNS
216,It may create a false impression that it's impossible to skip ballot numbers,4Xo8nv5DNS
217,"Maybe it'd be better to mention that rounds also known as ballot numbers (paxos) or term (raft) and add a reference to ""Paxos vs Raft: Have we reached consensus on distributed consensus?"" to use it as a map between different protocols.",4Xo8nv5DNS
218,This paper aims to explain the space of multi-leader consensus protocols,4Xo8nv5DNS
219,The key advantage of adopting multi-leader protocols is that they facilitate out-of-order execution of commutating,4Xo8nv5DNS
220,"In specific, if two commands do not conflict, then these protocols allow replicas to execute them in their desired order",4Xo8nv5DNS
221,"To explain this space, the paper starts with a primer on SMR and Paxos, following which it explains MultiPaxos and defines the notion of conflict graphs",4Xo8nv5DNS
222,These conflict graphs are essential to the design of these multi-leader protocols as they specify the commands that can commute,4Xo8nv5DNS
223,"To explain how existing multi-leader protocols work, authors lay down two key invariants: consensus invariant and dependency invariant",4Xo8nv5DNS
224,"Next, authors gradually lay down the design of existing multi-leader protocols by presenting four of their variants: Simple PPaxos, Fast PPaxos, Unanimous PPaxos, and Majority Commit PPaxos",4Xo8nv5DNS
225,"The paper also shows how these variants can be mapped to existing protocols like Basic Epaxos, Atlas, and so on.",4Xo8nv5DNS
226,I think this paper is a timely addition to this space and has potential to become a paper like Raft that cleanly explains the domain of multi-leader protocols,4Xo8nv5DNS
227,"With so many multi-leader protocols, a survey paper like this can be useful for both pedagogical and engineering purposes.",4Xo8nv5DNS
228,The first seven pages of this paper are really fun to read and insightful,4Xo8nv5DNS
229,The authors have laid down the framework very well and kudos to them for the nice description,4Xo8nv5DNS
230,"To motivate the spectrum, authors have started by explaining even Paxos, and as a reader, this really helps set up the pace",4Xo8nv5DNS
231,I found the paper as a whole to be very descriptive,4Xo8nv5DNS
232,"For each protocol, authors have presented the algorithm, an accompanying figure, and an example",4Xo8nv5DNS
233,This helps inn visualizing the problem at hand,4Xo8nv5DNS
234,"Further, the story is finely knit",4Xo8nv5DNS
235,Authors explain why Simple PPaxos is inefficient and then show how it can be improved by Fast PPaxos,4Xo8nv5DNS
236,"However, Fast PPaxos is unsafe, so there are two approaches to follow: Unanimous PPaxos or Majority Commit PPaxos.",4Xo8nv5DNS
237,I strongly believe that this paper is missing some evaluation,4Xo8nv5DNS
238,"It will be really helpful if the authors can illustrate the performance of the four protocols they have proposed against some of the protocols like Epaox, Atlas and so on",4Xo8nv5DNS
239,"Although the aim of this paper is not to evaluate performance of multi-leader protocols, graphs that illustrate the performance of the proposed variants can help understand various design choices, such as which scheme is better Tension Avoidance or Tension Resolution.",4Xo8nv5DNS
240,This paper needs some more work to clarify the different proposed protocols,4Xo8nv5DNS
241,"Further, for several sections, there is a sudden switch from normal phase to recovery phase, which makes it difficult to understand",4Xo8nv5DNS
242,I explain most of my concerns next:,4Xo8nv5DNS
243,"While explaining the recovery for Simple PPaxos, the paper mentions ""unchosen vertex"" at the start of Section 4.4",4Xo8nv5DNS
244,It will be helpful if the paper explains what is meant by unchosen here,4Xo8nv5DNS
245,"Further, it is important to re-iterate how can a vertex be unchosen.",4Xo8nv5DNS
246,"I am unsure why at line 21 of Algorithm 1, the propose is sending to at least f+1 acceptors instead of all acceptors",4Xo8nv5DNS
247,"As f of the acceptors may crash, so sending to all acceptors in important",4Xo8nv5DNS
248,"It is unclear to me what is the benefit of waiting for messages from all the 2f+1 acceptors in line 1, Algorithm 3",4Xo8nv5DNS
249,The paper should explain what will be the issue if the proposer only waits for messages from f + maj(f+1) acceptors,4Xo8nv5DNS
250,I understand that the change at line helps to resolve the safety bug of Fast PPaxos but not sure why change at line 1 important,4Xo8nv5DNS
251,"Moreover, asking Unanimous Paxos's proposer to wait for messages from all the 2f+1 acceptors can hurt its liveness even if a single proposer fails",4Xo8nv5DNS
252,"In such a case, how will the proposer recover the state",4Xo8nv5DNS
253,The paper needs to clarify this scenario.,4Xo8nv5DNS
254,I think there is a typo for lines 6-7 in Algorithm 3,4Xo8nv5DNS
255,They are not identical to the lines is Algorithm 1.,4Xo8nv5DNS
256,"While explaining the Basic Epaxos optimization on Step 7, page 16, the paper states that ""pi receives 2f votes for..",4Xo8nv5DNS
257,I am not sure when did di sent a vote to pi,4Xo8nv5DNS
258,"In the presented algorithm, di only communicates with other dj",4Xo8nv5DNS
259,This step needs to be clarified.,4Xo8nv5DNS
260,It is unclear what is happening from steps (7) and (8) on Basic Epaxos,4Xo8nv5DNS
261,"So, when pi receives 2f votes it sends v to ai",4Xo8nv5DNS
262,"Then, ai records v as chosen and sends back to pi",4Xo8nv5DNS
263,"Then pi sends to all other ancestors, and waits for acknowledgments",4Xo8nv5DNS
264,"Why can't these steps be combined? Further, to reduce from 2f+1 to 2f, the Basic Epaxos optimization requires more network communication--from proposer to all acceptors and then acknowledgments from acceptors to the proposer",4Xo8nv5DNS
265,"On Page 6, the paper states Consensus Invariants, which uses the terms (x, deps(x))",4Xo8nv5DNS
266,These terms have not been mentioned anytime before in this subsection,4Xo8nv5DNS
267,"Although it can be understood by further reading, it will be helpful to the reader if explained before.",4Xo8nv5DNS
268,It will be helpful if the paper either uses the term replicas or learners,4Xo8nv5DNS
269,"The paper switches between the terms, which makes it often confusing.",4Xo8nv5DNS
270,"The following line ""We consider what happens when not every..."" on page 11, left hand side column are confusing the reader, as I expected that following this line the solution will be presented, but that happens much later in this section",4Xo8nv5DNS
271,Either consider removing this line or re-write it a little.,4Xo8nv5DNS
272,It is worth separating the recovery algorithm and not receiving enough matching votes (in Fast Paxos section) with suitable titles to improve readability.,4Xo8nv5DNS
273,I enjoyed reading this tutorial paper on generalized multi-leader state machine replication,4Xo8nv5DNS
274,The paper gives a very simple protocol that nicely captures the essence of such protocols,4Xo8nv5DNS
275,The paper then presents an unsafe protocol to set the stage for why advanced protocols work the way they do in the literature,4Xo8nv5DNS
276,"I am usually skeptical about deriving insights from unsafe protocols, but this paper does a good job with this approach",4Xo8nv5DNS
277,"However, I am not entirely certain what went wrong for Fast PPaxos",4Xo8nv5DNS
278,The paper claims that it is due to a dilemma between reaching consensus and preserving dependency,4Xo8nv5DNS
279,But it seems to me that the bug is a result of multi-leader rather than dependency,4Xo8nv5DNS
