,Description,forum
119,A well written paper with interesting examples,CF_7wpDpCmp
120,"Although it is focused on teaching library employees, I believe the learnings are applicable to a broader audience",CF_7wpDpCmp
121,I even leared a lot from the references (Elements of AI),CF_7wpDpCmp
122,In particular the takeaways were interesting to me and probably will be to others,CF_7wpDpCmp
123,"I will aim to focus my teaching ""around the uses, benefits, an potential harms of the technology"", as the authors suggest.",CF_7wpDpCmp
124,Only parts of the teaching materials are made available for the reader,CF_7wpDpCmp
125,I would like to see the entire material and know under which license it could be reused.,CF_7wpDpCmp
126,"- I wonder if the title should reflect that the paper is centered on teaching people working in libraries (on the other hand this might stop people from reading it, so not really sure)",CF_7wpDpCmp
127,"- Section 1, line 033: ""(Boyd & Crawford, 2012)"" -> ""Boyd & Crawford, 2012""",CF_7wpDpCmp
128,"- Section 4.2, line 186, typo: ""conversation group conversation"" ",CF_7wpDpCmp
129,This paper describes the curriculum of an introductory ML course given to non-STEM students at a Spanish higher education school,dhmIJ9SwAuG
130,"This course is embedded in a double degree program where graduate courses are offered that mix law, business and engineering",dhmIJ9SwAuG
131,"The material conveyed is then presented in the paper and key points for the delivery are highlighted, e.g",dhmIJ9SwAuG
132,"what model to introduce first, which metrics to concentrate on, how to angle the motivation for machine learning and how to control expectations",dhmIJ9SwAuG
133,The later lessons of the course then introduce more advanced model architectures like MLPs and SVMs,dhmIJ9SwAuG
134,The final episode of the curriculum are kaggle like projects for the students to work on.,dhmIJ9SwAuG
135,"If I understood correctly, the course is subsequent to a basic introduction to R and python",dhmIJ9SwAuG
136,"For sure, this is already a great effort for the students to pick up",dhmIJ9SwAuG
137,"What I like about this curriculum, is the focus on a simple linear regression approach to introduce students",dhmIJ9SwAuG
138,"Tying the core concepts of machine learning to this, appears to me like a splendid idea as it removes the complex math of say SVMs, MLPs et al from the teaching",dhmIJ9SwAuG
139,"This way, learners can focus on understanding supervised learning",dhmIJ9SwAuG
140,"Further, I like the idea of discussing this regression problem on a data set the learners can relate to",dhmIJ9SwAuG
141,"In this case, it is to predict the weight given the height and gender",dhmIJ9SwAuG
142,This direct relation of the prediction to real world observations appears to be a strong bridge and the basis for content uptake,dhmIJ9SwAuG
143,"On a second thought, any discriminatory aspects of the trained model could directly be discussed based on this fiducial analysis",dhmIJ9SwAuG
144,"This shows, what a versatile vehicle this data set and prediction task can be",dhmIJ9SwAuG
145,These two aspects are the 2 main outstanding strengths of the article.,dhmIJ9SwAuG
146,"There are a couple of things, I'd like to stress which I hope can help the author(s) to improve the paper content (potentially for the presentation at the workshop on Sep 14):",dhmIJ9SwAuG
147,"line 30 (right column) ""First contact of these students with Business Analytics is a 30 hours introductory course during the third semester."": It might be a good idea to set up learner profiles to illustrate the background knowledge of the participating students and (even more importantly) the goals of the students",dhmIJ9SwAuG
148,"I know that in an academic context, knowing where students want to work after their graduation is very hard; however, the mental model of the teacher of where she/he sees the learners after the course are an important aspect to communicate",dhmIJ9SwAuG
149,"line 40 (right column) ""The syllabus of the course starts with fundamentals of programming and statistics with the R language"": the text misses out to define clear learning goals; while the argumentation for the curriculum design is convincing, it remains hard to judge if the content can meet the learning goals as the former are not provided anywhere",dhmIJ9SwAuG
150,"line 52 ""Lessons 4 to 7 ..."": the text references specific lessons by number, but misses an overview of the number of lessons to be given and their time line; this aspect confused me multiple times",dhmIJ9SwAuG
151,A simple time line would provide a good degree of guidance to the reader here.,dhmIJ9SwAuG
152,"- page 2, line 67: the quote by Burkov is lovely, I would have loved to learn in what context it is presented",dhmIJ9SwAuG
153,"- page 2, line 103 (left column) ""We have a set of vectors X ..."": this appears to be a bit inconsistent to me, figure 1 discusses $y = f(x_1, ..., x_n)$ but the text talks about $X$ (capital) as the entire set",dhmIJ9SwAuG
154,"It would be nice to have consistent variable naming, so that the text is aligned to the figures.",dhmIJ9SwAuG
155,"- page 2, line 79 (right): ""the evil over-fitting game"" sounds very biased to me",dhmIJ9SwAuG
156,The text does not explain if or how the notion of evil is explained to the students,dhmIJ9SwAuG
157,I personally would try to dismiss these opinionated terms in courses as much as possible,dhmIJ9SwAuG
158,"Here ""evil"" conveys a negative intent",dhmIJ9SwAuG
159,"The following paragraph ""The example may sound a bit absurd ..."" for me is unable to fix the confusion about the synthetic over-fitting example",dhmIJ9SwAuG
160,I see the danger here to loose learners at this point.,dhmIJ9SwAuG
161,"- page 3, line 111 (left) ""L’Oréal's Rule to choose the optimal slope (Because I'm worth it)"" I didn't get this metaphor at all.",dhmIJ9SwAuG
162,"- page 3, line 113 (left) ""Then we attack the non-linear separable classification of virginica versus versicolor to stress the idea",dhmIJ9SwAuG
163,"that uncertainty is an inevitable fact for ML models"" I am not sure what attack refers to here",dhmIJ9SwAuG
164,"I think introducing students to adversarial attacks is a good idea, but the text leaves it unclear if that the intend",dhmIJ9SwAuG
165,"- page 3, line 119 (left): ""The confusion matrix is well understood with the boy who cried wolf example of Type-I error."" It's unclear to me what the 'boy who cried wolf example' is",dhmIJ9SwAuG
166,"- page 3, line 152 (left): ""The minus sign and $log_2 (p_i )$ are the most feared beasts."" it is unclear what this means",dhmIJ9SwAuG
167,"I urge the authors to use scientific language, please",dhmIJ9SwAuG
168,"- page 3, line 152 (left): ""The minus sign and $log_2 (p_i )$ are the most feared beasts."" if learners struggle with this, one may wonder if it makes sense to introduce so many tricky concepts as noted in this paragraph and what level of depth are they expected to reach",dhmIJ9SwAuG
169,"This would tie back to the learner profiles (if present) mentioned earlier, learner profiles would clearly show which level of understanding is appropriate.",dhmIJ9SwAuG
170,"Overall, it would be wonderful to see an objective quality assessment of this curriculum in the future",dhmIJ9SwAuG
171,"Given clear learning goals and learner profiles, such a quantitative analysis of e.g",dhmIJ9SwAuG
172,post-course surveys could also help to assess if learning goals have been met.,dhmIJ9SwAuG
173,Thanks to the authors for submitting their paper,dhmIJ9SwAuG
174,I enjoyed reading it and learning how the structured their course.,dhmIJ9SwAuG
175,The submission describes an introductory course on Machine Learning targeted at,dhmIJ9SwAuG
176,"students outside of the science, technology, engineering, and mathematics",dhmIJ9SwAuG
177,(STEM) fields such as Law or Marketing.,dhmIJ9SwAuG
178,The submission has great value and can therefore be recommended for acceptance.,dhmIJ9SwAuG
179,"In particular, it includes reports on student feedback to different parts of",dhmIJ9SwAuG
180,"the taught course, which will be valuable information for other workshop",dhmIJ9SwAuG
181,"Additionally, the described course material teaches important",dhmIJ9SwAuG
182,concepts such as interpretation of black-box models and overfitting using,dhmIJ9SwAuG
183,"It also includes hands-on coding parts, which is an effective",dhmIJ9SwAuG
184,"Apart from minor typographical mistakes which will not be covered here, some",dhmIJ9SwAuG
185,suggestions to improve future submission include:,dhmIJ9SwAuG
186,* line 002: The submitted paper's title does not exactly match the submission's,dhmIJ9SwAuG
187,"* line 051: ""Lessons 4 to 7 cover Machine Learning fundamentals."": Lesson 1..3",dhmIJ9SwAuG
188,  are not introduced up to this point.,dhmIJ9SwAuG
189,"* line 105: Even though well known, the Iris dataset is missing a citation.",dhmIJ9SwAuG
190,"  One could also add a reference backing the ""criticism about its goodness to",dhmIJ9SwAuG
191,"* line 118: The ""boy who cried wolf example of Type-I error"" could benefit from",dhmIJ9SwAuG
192,* lines 138 and 146: Fig,dhmIJ9SwAuG
193,3 and 4 are not referenced in the text body.,dhmIJ9SwAuG
194,"* Even though probably known by most readers, one should write out acronyms",dhmIJ9SwAuG
195,"  such as STEM, AOC, ROC, SVM, SMOTE upon first usage.",dhmIJ9SwAuG
196,"Other that that, the presented course and especially the author's experience",dhmIJ9SwAuG
197,will be beneficial for the present workshop.,dhmIJ9SwAuG
198,The paper presents an experience report of teaching an introductory class on machine learning to business and law students that do not necessarily have a strong background in mathematics and/or programming,dhmIJ9SwAuG
199,"On a high level, the paper describes the curriculum, diving deeper into only some aspects",dhmIJ9SwAuG
200,"The pathway starts with linear regression and progresses up to logistic regression on the Iris data set, neural networks, and SVMs",dhmIJ9SwAuG
201,"Finally, the students are exposed to a practical challenge that they solve using graphical environments provided by Azure ML.",dhmIJ9SwAuG
202,I find the proposed curriculum not particularly surprising (lin,dhmIJ9SwAuG
203,"reg -> neural networks), I was a bit surprised to see SVMs as one of the models the students were exposed to - given that they are mathematically more involved than, e.g., simple neural networks, in my opinion",dhmIJ9SwAuG
204,Other than that I really liked some of the anecdotal cues such as giving a grade bonus based on performance on the final project or using a graphical environment for modeling,dhmIJ9SwAuG
205,"Or, the ""evil overfitting game"" -> definitely something to try",dhmIJ9SwAuG
206,I would have appreciated a little more insight into what the students liked/disliked or more tangible material in the form of code and data,dhmIJ9SwAuG
207,Nevertheless I think the authors should participate in the workshop.,dhmIJ9SwAuG
208,"- Page 2, line 63: Just up for debate: While I understand the intention behind disillusioning students that were exposed to hype-fueled media reports, I am note sure if harshly stating something along the lines of ""machines don't learn"" or ""ML is just glorified curve fitting"" is strategically useful early on in a class",dhmIJ9SwAuG
209,"After all, what constitutes learning it is still a matter of definition",dhmIJ9SwAuG
210,A little mystery and fascination (think of chatting with GPT-3 or using Google draw) can be helpful as long as the mathematical and algorithmic underpinning is not neglected,dhmIJ9SwAuG
211,"But again, this is just my opinion and another point of view and no criticism of the submission.",dhmIJ9SwAuG
212,"- Page 2, line 98: ""predict the weight of an undergraduate student just knowing its height and gender."" --> ""predict the weight of undergraduate students just knowing their height and gender."" or ""predict the weight of an undergraduate student just knowing his/her height and gender.""",dhmIJ9SwAuG
213,"- Page 3, line 153: I have made the same experience and found that the minus sign and log become less scary when referring to the information content",dhmIJ9SwAuG
214,An event with a probability of 1/4 is as probable as picking one of (1/4)^(-1) = 4 balls at random and we'd need log(4) bits to distinguish all of these balls,dhmIJ9SwAuG
215,Taking the expected value gives us entropy.,dhmIJ9SwAuG
216,Teaching students practical machine learning ,oeM-Rb7nqoh
217,This paper describes the structure and content of an instructional machine learning course,oeM-Rb7nqoh
218,The focus on the practical aspects of machine learning for this course is an important idea,oeM-Rb7nqoh
219,"From personal experience with teaching Machine Learning, I can confirm that the knowledge about the mathematical background and the structure of the algorithms alone is not sufficient to apply these methods to specific problems as there are further technical challenges to solve",oeM-Rb7nqoh
220,- The focus on practical aspects of applying machine learning,oeM-Rb7nqoh
221,"- The repeated contact with concepts, in different stages of the learning process (cyclic framework)",oeM-Rb7nqoh
222,- The idea that communicating technical concepts is an essential skill,oeM-Rb7nqoh
223,- The usage of version control and testing is part of the course,oeM-Rb7nqoh
224,- Bonus points for incorporating the ethical implications of ML algorithms,oeM-Rb7nqoh
225,- Is the focus on implementing the algorithms or applying them? For example: Implementing a k-means clustering correctly might be a different challenge than applying it to a particular problem,oeM-Rb7nqoh
226,I am unsure whats the focus of the course,oeM-Rb7nqoh
227,"- Some information about the content of the ""model evaluation"" part of the course would be great",oeM-Rb7nqoh
228,"- This paper gives a general overview of the topic (due to length regulations), some more details about the topics and tasks would help",oeM-Rb7nqoh
229,It would be great if the course material would be publicly available,oeM-Rb7nqoh
230,- I am unsure why Table 1,oeM-Rb7nqoh
231,"lists ""Linear Regression"" as ""Train/Test Paradigm""",oeM-Rb7nqoh
232,"Would expect something like ""n-fold cross-validation"".",oeM-Rb7nqoh
233,The paper highlights a course on computational ML offered in a CS program,oeM-Rb7nqoh
234,"The course is intended as an accessible entry point to ML for undergraduate students, and assumes programming background and some mathematical maturity (either LA or multi-variable calculus are required)",oeM-Rb7nqoh
235,"In addition to introducing ML and its links with CS, the course also poses the interesting question on what habits of mind are needed for ML practitioners",oeM-Rb7nqoh
236,"This is, in my experience, a necessary skill for ML practitioners where most practical problems come with unique caveats",oeM-Rb7nqoh
237,"The learning outcomes for the course likewise cover a fairly broad spectrum of topics, ranging from implementing to understanding different ML algorithms",oeM-Rb7nqoh
238,"The course also addresses ethical concerns and collaborative development, which is exciting to see at such an early stage",oeM-Rb7nqoh
239,Use of continuous integration and unit testing is also a welcome addition to the course,oeM-Rb7nqoh
240,"The cyclic framework should be an excellent tool for reinforcing learning outcomes, I really liked the concept!",oeM-Rb7nqoh
241,The authors decided to start the course with unsupervised learning algorithms rather than supervised learning,oeM-Rb7nqoh
242,"While I do not have an issue with this reordering naturally, I was wondering if the authors uncovered any evidence that one way or the other was more effective",oeM-Rb7nqoh
243,This would be very useful for the broader community.,oeM-Rb7nqoh
244,"While the course covers continuous integration, is this limited to the code the students write or does it extend also to the models they train? Do students deal with concepts such as how to serialise, share and/or update their models in an online setting?",oeM-Rb7nqoh
245,I would be very interested in reading some of the feedback the authors received (so tying back to point 1),oeM-Rb7nqoh
246,"Also, the author's experience of using Github Classroom and Travis CI in this setting would be very interesting",oeM-Rb7nqoh
247,"If lack of space is an issue, perhaps the authors could include this information in their presentation?",oeM-Rb7nqoh
248,The paper describes a course for computer science students,oeM-Rb7nqoh
249,The course teaches concepts of machine learning with a focus on implementation of methods,oeM-Rb7nqoh
250,On the side it teaches important skill like version control and clitical thinking.,oeM-Rb7nqoh
251,The paper nicely describes this introductory machine learning course,oeM-Rb7nqoh
252,"The focus on implementation is unusual, yet interesting",oeM-Rb7nqoh
253,"The cyclic framework described in the paper, as well as the active classroom, the flexibility system in assignments and the use of computational notebooks and continuous integration, are exciting to see.",oeM-Rb7nqoh
254,I would have hoped for a link to the teaching material or at least an example showing one of the notebooks.,oeM-Rb7nqoh
255,"Also I remain with one question: Are the teaching materials openly available? If not, why?",oeM-Rb7nqoh
256,"If space in the paper was the issue, I would rather neglect the description of the two courses (stats and CS) and the college/students ",oeM-Rb7nqoh
257,"Also, it would have been nice to read, what the students think about the coures (e.g",oeM-Rb7nqoh
258,- Learning objectives: the first point seems like two points to me,oeM-Rb7nqoh
259,- Learning objectives: assess efficacy is mentioned in both points 2 and 3 and thus could be deleted in point 2,oeM-Rb7nqoh
260,"- Evaluation: ""mix a severeal machine learning ideas"" -> ""mix severeal machine learning ideas""",oeM-Rb7nqoh
261,"- Evaluation: what do you mean by ""slack site""?",oeM-Rb7nqoh
262,XploreML is an interactive tool that allows for students to explore various classification algorithms dynamically,7lv81_zr4TZ
263,The paper's current presentation of XploreML leaves it to the reader to determine the learning goals of this tool,7lv81_zr4TZ
264,"Additionally, while the authors discuss using backward design in their implementation for using this tool, without the learning goals specified, it is challenging to understand where and how this tool comes into a machine learning course",7lv81_zr4TZ
265,"Is it the first, second, last, etc contact for a student learning a concept? Finally, one of the features that I was most interested in was the code extraction",7lv81_zr4TZ
266,I felt that this was shortchanged in the current draft.  ,7lv81_zr4TZ
267,"The user study presented in this paper does make an effort to address this second issue, by having two different groups of students interact with XploreML either in a lecture or lab setting",7lv81_zr4TZ
268,"However, there is no control group that never works with this tool",7lv81_zr4TZ
269,"Additionally, the survey questions from the user study are about how much one likes the tool (which certainly has its place), instead of an evaluation tool that attempts to determine if working with XploreML leads to deeper understanding of classification. ",7lv81_zr4TZ
270,* Interesting and accessible tool (via `shiny`) ,7lv81_zr4TZ
271,* Demonstrates that XploreML can be used in lecture or lab settings,7lv81_zr4TZ
272,* Does not explicitly connect XploreML to learning outcomes,7lv81_zr4TZ
273,* Difficult to determine the impact of this tool on learning,7lv81_zr4TZ
274,* It would be great if the abstract discussed the level of the students that this tool is intended for ,7lv81_zr4TZ
275,"* Typo in left side of line 041 ""aswell' --> ""as well"" ",7lv81_zr4TZ
276,"* Right side of lines 051 and 052, the authors might consider using a different typeface for the various packages (such as \texttt{})",7lv81_zr4TZ
277,XploreML presents an interactive GUI for learning fundamentals of supervised classification models,7lv81_zr4TZ
278,"This app has potential to be used as a training tool, however, implementation lacks clarity and stability.",7lv81_zr4TZ
279,- One major issue is that sever gets disconnected quite often and it is set to default settings when reloaded again,7lv81_zr4TZ
280,This means that while mentors/students are discussing aspects of current implementation the results will be gone and everything needs to be set again from scratch,7lv81_zr4TZ
281,- The app offers selection of only a few hyperparameters,7lv81_zr4TZ
282,"Learning rate in the neural net, depth in random forest are important adjustable hyperparameters",7lv81_zr4TZ
